year;CO2 ppm;methane ppb;N2O ppb
19;276.9;;
43;;613.0;
44;;;267.0
138;278.0;;
157;;613.0;
158;;;268.0
176;;618.0;
217;278.7;;
223;;;269.0
224;;623.0;
233;;615.0;
273;;623.0;
312;278.9;;
321;;623.0;
322;;;264.0
330;;610.0;
398;280.0;;
399;;630.0;
423;;632.0;266.0
497;279.2;;
507;;638.0;
519;;631.0;263.0
600;277.4;;
601;;650.0;
612;;635.0;
613;;;261.0
702;;635.0;
717;278.7;;
725;;629.0;
733;;643.0;
797;277.7;;
818;;644.0;
820;;;269.0
858;;633.0;
890;279.1;;
912;;;261.0
913;;635.0;
1000;276.6;;
1004;;636.0;262.0
1008;;666.0;
1010;279.5;;
1011;;640.0;
1015;279.6;;
1020;279.7;;
1025;279.8;;
1030;279.9;;
1035;280.0;;
1040;280.2;;
1045;280.3;;
1048;;678.0;
1050;280.5;;
1053;;648.0;
1055;280.7;;
1060;280.9;;
1065;281.1;;
1070;281.3;;
1073;278.4;;
1075;281.5;;
1080;281.7;;
1081;;647.0;262.0
1085;281.9;;
1089;;664.0;
1090;282.1;;
1095;282.3;;
1098;;676.0;
1100;282.5;;
1105;282.7;;
1110;282.9;;
1115;283.0;;
1120;283.2;;
1125;283.3;;
1130;283.5;;
1135;283.6;;
1140;283.7;;
1145;283.8;;
1148;;686.0;
1150;283.9;;
1155;284.0;;
1160;284.0;;
1165;284.1;;
1170;284.1;;
1175;284.1;;
1180;284.0;;
1185;284.0;;
1190;283.9;;
1195;283.8;;
1196;280.1;;
1198;;684.0;
1200;283.6;;
1205;283.4;;
1208;;643.0;267.0
1210;283.2;;
1214;;680.0;266.0
1215;283.0;;
1220;282.8;;
1225;282.5;;
1230;282.3;;
1235;282.2;;
1240;282.0;;
1245;281.9;;
1248;;661.0;
1250;281.9;;
1255;281.9;;
1260;282.0;;
1265;282.1;;
1270;282.2;;
1272;;669.0;
1275;282.3;;
1278;282.2;;
1280;282.5;;
1282;;667.0;
1283;;;263.0
1285;282.6;;
1290;282.8;;
1295;282.9;;
1300;283.0;;
1305;283.1;;
1310;283.2;;
1315;283.3;;
1320;283.3;;
1325;283.2;;
1329;;673.0;
1330;283.1;;
1335;282.9;;
1340;282.7;;
1345;282.4;;
1350;282.1;;
1355;281.8;;
1360;281.5;;
1365;281.2;;
1370;281.0;;
1375;280.7;;
1380;280.5;;
1385;280.4;;
1389;;678.0;
1390;280.3;;
1391;281.1;;
1395;280.3;;
1397;;680.0;
1398;;;267.0
1400;280.3;;
1405;280.4;;
1410;280.5;;
1411;;668.0;
1415;280.6;;
1417;;670.0;
1420;280.7;;
1425;280.8;;
1430;280.9;;
1435;280.9;;
1440;280.9;;
1445;280.9;;
1448;;682.0;
1450;280.8;;
1455;280.7;;
1460;280.6;;
1465;277.7;;
1467;;671.0;
1470;280.6;;
1471;;;258.0
1472;;644.0;
1475;280.8;;
1480;281.0;;
1485;281.3;;
1490;281.6;;
1491;;670.0;
1495;281.9;;
1500;282.2;;
1501;;693.0;
1505;282.5;;
1510;282.7;;
1515;282.9;;
1520;283.1;;
1525;283.2;;
1529;;699.0;
1530;283.2;;
1535;283.2;;
1540;283.1;;
1545;283.0;;
1546;281.9;;
1547;;681.0;
1549;;704.0;
1550;282.8;;
1555;279.1;;
1560;282.2;;
1565;281.8;;
1568;;684.0;
1569;;;268.0
1570;281.2;;
1572;;685.0;
1575;280.5;;
1580;279.7;;
1585;278.8;;
1590;278.0;;
1591;;665.0;
1595;277.1;;
1600;276.4;;
1605;275.8;;
1606;;668.0;
1610;275.5;;
1615;275.3;;
1620;275.3;;
1622;;679.0;
1625;275.4;;
1630;275.6;;
1635;275.9;;
1640;276.1;;
1645;276.3;;
1649;;675.0;
1650;276.4;;
1653;;676.0;
1655;276.5;;
1660;276.5;;
1665;276.5;;
1670;276.4;;
1671;277.9;;
1675;276.4;;
1680;276.4;;
1681;;692.0;
1682;274.9;;
1685;276.4;;
1690;276.5;;263.0
1692;;679.0;
1694;;676.0;
1695;276.6;;
1700;276.7;;
1705;276.8;;
1710;276.9;;
1715;277.0;;
1720;277.0;;
1722;;672.0;
1725;277.0;;
1730;277.0;;
1735;276.9;;
1740;276.9;;
1743;;683.0;
1744;276.8;;
1745;276.9;;269.0
1748;;696.0;
1749;;693.0;
1750;277.0;;
1751;;697.0;
1755;277.2;;
1760;277.6;;
1762;;703.0;
1764;276.7;;
1765;278.0;;
1766;;727.0;
1770;278.6;;
1775;279.3;;
1779;;714.0;
1780;280.1;;
1785;280.8;;
1790;281.6;;
1791;279.7;;
1795;282.3;;
1796;;717.0;
1798;;729.0;
1799;;710.0;
1800;282.9;;
1805;283.4;;
1810;283.8;;
1813;280.4;;
1815;284.0;;
1816;283.8;;
1820;284.2;762.0;
1821;;;267.0
1824;;784.0;
1825;284.3;;
1827;;756.0;
1830;284.4;;
1834;;756.0;
1835;284.5;;
1839;283.1;;
1840;284.6;;
1842;;767.0;
1843;287.4;;
1845;284.8;;
1847;286.8;764.0;
1850;285.2;;
1852;;786.0;
1854;288.2;;
1855;285.7;;
1856;;776.0;
1860;286.3;;
1863;;790.0;
1865;287.2;;
1869;289.3;;
1870;288.2;;
1871;;812.0;
1874;289.5;;
1875;289.4;;
1878;290.3;;
1879;;822.0;
1880;290.8;;
1884;;829.0;
1885;292.3;;
1887;292.3;;
1888;;834.0;
1890;293.7;;
1893;;837.0;
1894;;852.0;
1895;295.2;;
1899;295.8;;
1900;296.7;862.0;
1901;;868.0;
1903;294.8;;279.0
1905;298.2;;
1907;;888.0;
1909;299.2;;
1910;299.9;;
1914;;922.0;
1915;301.5;;
1917;;930.0;
1920;303.2;;281.0
1921;301.6;;
1925;304.9;;
1926;;990.0;
1927;305.5;;
1928;;997.0;
1930;306.5;;
1931;;1006.0;
1934;;1023.0;
1935;308.0;;
1936;;1045.0;
1937;;907.0;285.0
1938;;1053.0;
1940;309.3;1060.0;
1941;;1059.0;
1942;;1069.0;
1943;307.9;;
1944;;1083.0;
1945;310.5;;
1946;;1082.0;
1950;312.0;1103.0;
1953;312.7;;
1954;;;286.0
1955;314.1;1143.0;
1956;;1173.0;
1957;;1183.0;
1958;;;288.0
1959;315.97;;
1960;316.9;;
1961;317.64;1219.0;
1962;318.45;;
1963;318.99;;
1964;319.62;1260.0;291.0
1965;320.5;1261.0;
1966;321.38;;
1967;322.16;1284.0;292.0
1968;323.04;;
1969;324.62;;294.0
1970;324.7;1352.0;294.0
1971;326.32;1357.0;294.0
1972;327.45;1380.0;296.0
1973;329.68;1386.0;296.0
1974;330.18;1422.0;296.0
1975;329.4;1420.0;298.0
1976;332.05;;297.0
1977;333.78;1458.0;299.0
1978;335.41;;
1979;336.78;;301.0
1980;338.68;1480.0;301.0
1981;340.1;;301.0
1982;341.44;;303.0
1983;343.03;;304.0
1984;344.58;1656.0;304.0
1985;346.04;1607.0;304.0
1986;347.39;1619.0;305.0
1987;349.16;1632.0;305.0
1988;351.56;1641.0;306.0
1989;353.07;1655.0;307.0
1990;354.35;1665.0;308.0
1991;355.57;1672.0;309.0
1992;356.38;1687.0;310.0
1993;357.07;1688.0;310.0
1994;358.82;1693.0;310.0
1995;360.8;1701.0;311.0
1996;362.59;1703.0;312.0
1997;363.71;1709.0;313.0
1998;366.65;1716.0;313.0
1999;368.33;1727.0;314.0
2000;369.52;1729.0;315.0
2001;371.13;1727.0;316.0
2002;373.22;1728.0;317.0
2003;375.77;1729.0;317.0
2004;377.49;1729.0;318.0
2005;379.8;1727.0;318.0
2006;381.9;1727.0;319.0
2007;383.76;1733.0;320.0
2008;385.59;1740.0;321.0
2009;387.37;1744.0;322.0
2010;389.85;1751.0;322.0
2011;391.63;1758.0;323.0
2012;393.82;1761.0;324.0
2013;396.48;1766.0;325.0
2014;398.61;1775.0;326.0
2015;400.83;1786.0;327.0
2016;404.41;1792.0;328.0
2017;406.76;1798.0;329.0
2018;408.72;1811.0;330.0
2019;411.66;1817.0;331.0
2020;414.24;1825.0;332.0
